date,stock_id,stock_name,trade_volume,trade_value,open_price,high_price,low_price,close_price,price_change,transaction_count
2026-01-26,9918,欣天然,22450,888630,39.65,39.7,39.4,39.4,0.05,42
2026-01-26,9919,康那香,827557,13588800,16.2,16.6,16.2,16.3,0.15,553
2026-01-26,9921,巨大,1676710,156138444,93.3,94.0,92.0,93.9,1.0,1477
2026-01-26,9924,福興,43925,2190103,50.0,50.0,49.8,49.8,-0.2,402
2026-01-26,9925,新保,141111,5744508,40.75,40.75,40.65,40.7,0.0,134
2026-01-26,9926,新海,15238,751017,49.45,49.45,49.2,49.2,-0.05,28
2026-01-26,9927,泰銘,68759,4820982,70.3,70.3,70.0,70.1,-0.1,129
2026-01-26,9928,中視,13686,247011,18.05,18.1,18.05,18.05,0.05,34
2026-01-26,9929,秋雨,900,9259,0.0,0.0,0.0,0.0,0.0,5
2026-01-26,9930,中聯資源,47893,3382960,70.5,71.0,70.5,70.5,0.0,71
2026-01-26,9931,欣高,11114,379899,34.0,34.4,34.0,34.05,-0.25,26
2026-01-26,9933,中鼎,1455523,47123910,32.7,32.7,32.15,32.5,0.3,1146
2026-01-26,9934,成霖,729599,7692774,10.45,10.65,10.45,10.55,0.15,325
2026-01-26,9935,慶豐富,234583,4757146,20.45,20.5,20.1,20.3,-0.15,242
2026-01-26,9937,全國,94331,5444789,59.5,59.5,56.6,57.6,-0.9,99
2026-01-26,9938,百和,1071382,55050542,51.7,51.7,51.1,51.4,-0.3,905
2026-01-26,9939,宏全,797917,97126887,121.0,123.0,119.0,122.5,2.0,1122
2026-01-26,9940,信義,268733,5973679,22.3,22.3,22.15,22.2,0.0,190
2026-01-26,9941,裕融,1269528,100719182,80.0,80.0,79.1,79.5,-0.4,1564
2026-01-26,9941A,裕融甲特,7044,353241,50.2,50.4,50.2,50.4,0.1,21
2026-01-26,9942,茂順,95669,10669170,111.0,112.0,111.0,111.0,-1.5,127
2026-01-26,9943,好樂迪,48633,2906922,59.8,59.9,59.7,59.7,-0.1,92
2026-01-26,9944,新麗,40202,679614,16.9,16.95,16.8,16.95,-0.05,103
2026-01-26,9945,潤泰新,3461689,101403837,29.25,29.45,29.1,29.45,0.25,2138
2026-01-26,9946,三發地產,127448,2238134,17.8,17.8,17.4,17.5,-0.1,97
2026-01-26,9955,佳龍,5915593,228161429,38.6,39.2,38.05,38.45,1.7,3708
2026-01-26,9958,世紀鋼,1110252,154058417,139.0,141.5,137.5,137.5,-1.5,1195
