date,stock_id,stock_name,foreign_buy,foreign_sell,foreign_net,foreign_dealer_buy,foreign_dealer_sell,foreign_dealer_net,trust_buy,trust_sell,trust_net,dealer_net,dealer_self_buy,dealer_self_sell,dealer_self_net,dealer_hedge_buy,dealer_hedge_sell,dealer_hedge_net,total_net
2026-01-26,05462U,昇貿元富53售06,0,0,0,0,0,0,0,0,0,58000,0,0,0,58000,0,58000,58000
2026-01-26,06280U,佳必琪群益55售02,0,0,0,0,0,0,0,0,0,58000,0,0,0,58000,0,58000,58000
2026-01-26,043534,至上元大57購01,0,0,0,0,0,0,0,0,0,58000,0,0,0,417000,359000,58000,58000
2026-01-26,050052,勝一永豐59購01,0,0,0,0,0,0,0,0,0,58000,0,0,0,74000,16000,58000,58000
2026-01-26,050337,世芯凱基56購12,0,0,0,0,0,0,0,0,0,58000,0,0,0,86000,28000,58000,58000
2026-01-26,033942,聯電統一5A購01,0,200000,-200000,0,0,0,0,0,0,258000,0,0,0,258000,0,258000,58000
2026-01-26,082492,美利達兆豐56購01,0,0,0,0,0,0,0,0,0,58000,0,0,0,98000,40000,58000,58000
2026-01-26,082556,精成科國票56購01,0,0,0,0,0,0,0,0,0,58000,0,0,0,160000,102000,58000,58000
2026-01-26,4104,佳醫,73001,14000,59001,0,0,0,0,0,0,-1164,0,1164,-1164,0,0,0,57837
2026-01-26,4414,如興,94000,39263,54737,0,0,0,0,0,0,3000,6000,3000,3000,0,0,0,57737
2026-01-26,4545,銘鈺,101000,18000,83000,0,0,0,0,0,0,-26000,1000,27000,-26000,0,0,0,57000
2026-01-26,045224,金像電兆豐5B購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,308000,251000,57000,57000
2026-01-26,033090,大同兆豐54購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,67000,10000,57000,57000
2026-01-26,045449,世芯元大55購13,0,0,0,0,0,0,0,0,0,57000,0,0,0,59000,2000,57000,57000
2026-01-26,039089,意騰永豐57購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,82000,25000,57000,57000
2026-01-26,046782,智邦中信5C購02,0,0,0,0,0,0,0,0,0,57000,0,0,0,60000,3000,57000,57000
2026-01-26,046967,世芯中信5C購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,63000,6000,57000,57000
2026-01-26,044359,亞翔元大55購06,0,0,0,0,0,0,0,0,0,57000,0,0,0,57000,0,57000,57000
2026-01-26,035677,台虹群益54購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,57000,0,57000,57000
2026-01-26,030522,允強凱基52購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,57000,0,57000,57000
2026-01-26,043818,勤誠永豐56購02,0,0,0,0,0,0,0,0,0,57000,0,0,0,57000,0,57000,57000
2026-01-26,033933,盟立國票54購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,93000,36000,57000,57000
2026-01-26,086864,長榮航兆豐54購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,59000,2000,57000,57000
2026-01-26,043309,AES凱基56購02,0,0,0,0,0,0,0,0,0,57000,0,0,0,57000,0,57000,57000
2026-01-26,047313,一詮元大56購04,0,0,0,0,0,0,0,0,0,57000,0,0,0,67000,10000,57000,57000
2026-01-26,038850,群創統一5A購02,0,0,0,0,0,0,0,0,0,57000,0,0,0,68000,11000,57000,57000
2026-01-26,069411,精銳統一55購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,107000,50000,57000,57000
2026-01-26,048505,元石油凱基56購01,0,0,0,0,0,0,0,0,0,57000,0,0,0,63000,6000,57000,57000
2026-01-26,3406,玉晶光,695740,489645,206095,0,0,0,0,168000,-168000,18077,19500,11200,8300,41203,31426,9777,56172
2026-01-26,039108,禾伸堂元富57購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,81000,25000,56000,56000
2026-01-26,046199,嘉澤富邦57購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,65000,9000,56000,56000
2026-01-26,046927,台光電元大56購03,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,030652,愛普元大52購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,206000,150000,56000,56000
2026-01-26,039477,康舒統一5A購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,120000,64000,56000,56000
2026-01-26,053367,大同元大57購07,0,0,0,0,0,0,0,0,0,56000,0,0,0,60000,4000,56000,56000
2026-01-26,039865,龍德船國泰55購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,345000,289000,56000,56000
2026-01-26,089416,聯發科國票53購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,122000,66000,56000,56000
2026-01-26,052319,宏碁富邦59購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,051577,啟碁凱基57購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,051841,洋基元大57購04,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,048322,洋基凱基57購02,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,048342,景碩元大56購05,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,049296,聯鈞富邦5A購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,58000,2000,56000,56000
2026-01-26,037526,緯穎凱基53購12,0,0,0,0,0,0,0,0,0,56000,0,0,0,66000,10000,56000,56000
2026-01-26,076410,國企2X凱基53購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,033295,世芯元大54購18,0,0,0,0,0,0,0,0,0,56000,0,0,0,1434000,1378000,56000,56000
2026-01-26,054902,國泰金元富5A購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,81000,25000,56000,56000
2026-01-26,047694,鴻海元大56購16,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,048151,立隆電富邦58購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,084889,旺宏統一5C購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,086897,華碩統一57購02,0,0,0,0,0,0,0,0,0,56000,0,0,0,67000,11000,56000,56000
2026-01-26,043553,欣興群益55購05,0,0,0,0,0,0,0,0,0,56000,0,0,0,66000,10000,56000,56000
2026-01-26,035539,昇陽半元富59購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,56000,0,56000,56000
2026-01-26,036909,聯鈞富邦54購01,0,0,0,0,0,0,0,0,0,56000,0,0,0,112000,56000,56000,56000
2026-01-26,042756,南電元大55購03,0,0,0,0,0,0,0,0,0,56000,0,0,0,74000,18000,56000,56000
2026-01-26,042457,AES永豐56購04,0,0,0,0,0,0,0,0,0,56000,0,0,0,66000,10000,56000,56000
2026-01-26,00901,永豐智能車供應鏈,18000,7000,11000,0,0,0,0,0,0,44386,0,0,0,622463,578077,44386,55386
2026-01-26,030025,鴻海群益53購10,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,032827,台光電凱基53購09,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,031866,毅嘉國票53購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,031897,鴻海元富52購13,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,035441,仲琦群益53購02,0,0,0,0,0,0,0,0,0,55000,0,0,0,90000,35000,55000,55000
2026-01-26,044582,亞力凱基57購02,0,0,0,0,0,0,0,0,0,55000,0,0,0,78000,23000,55000,55000
2026-01-26,034672,達興第一55購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,089882,宏達電元富53購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,78000,23000,55000,55000
2026-01-26,038508,志聖元大53購06,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,033970,佳必琪統一5A購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,088476,聯發科國泰56購03,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,088430,鈺齊統一57購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,60000,5000,55000,55000
2026-01-26,038548,中信金富邦55購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,088579,日電貿統一57購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,033688,世芯凱基54購09,0,0,0,0,0,0,0,0,0,55000,0,0,0,71000,16000,55000,55000
2026-01-26,031549,大亞群益58購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,145000,90000,55000,55000
2026-01-26,030988,富世達凱基54購04,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,053604,同欣電元大57購05,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,046110,士電元大55購07,0,0,0,0,0,0,0,0,0,55000,0,0,0,59000,4000,55000,55000
2026-01-26,039081,彩晶永豐54購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,046309,愛普元大55購09,0,0,0,0,0,0,0,0,0,55000,0,0,0,61000,6000,55000,55000
2026-01-26,046057,中砂凱基56購05,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,042535,京元電元大54購27,0,0,0,0,0,0,0,0,0,55000,0,0,0,72000,17000,55000,55000
2026-01-26,042910,奇鋐富邦58購02,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,042987,仲琦群益55購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,69000,14000,55000,55000
2026-01-26,050636,昇貿元大56購02,0,0,0,0,0,0,0,0,0,55000,0,0,0,282000,227000,55000,55000
2026-01-26,041839,華通中信54購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,042249,緯穎群益54購18,0,0,0,0,0,0,0,0,0,55000,0,0,0,86000,31000,55000,55000
2026-01-26,085784,致茂統一56購02,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,039034,意騰統一6A購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,60000,5000,55000,55000
2026-01-26,048058,威盛群益56購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,048232,一詮元大56購05,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,032754,海華元大54購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,040794,T50正2國票55購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,57000,2000,55000,55000
2026-01-26,040582,富邦金國票54購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,85000,30000,55000,55000
2026-01-26,07814U,臺股指中信5B售02,0,0,0,0,0,0,0,0,0,55000,0,0,0,116000,61000,55000,55000
2026-01-26,048998,景碩元大56購07,0,0,0,0,0,0,0,0,0,55000,0,0,0,59000,4000,55000,55000
2026-01-26,038857,瀚宇博統一6A購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,60000,5000,55000,55000
2026-01-26,038194,泰金寶國票54購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,75000,20000,55000,55000
2026-01-26,07055U,京元電中信5B售03,0,0,0,0,0,0,0,0,0,55000,0,0,0,59000,4000,55000,55000
2026-01-26,072302,群創元富52購01,0,0,0,0,0,0,0,0,0,55000,0,0,0,55000,0,55000,55000
2026-01-26,07469U,陽明元富56售01,0,0,0,0,0,0,0,0,0,55000,0,0,0,85000,30000,55000,55000
2026-01-26,2359,所羅門,777000,784050,-7050,0,0,0,0,0,0,61728,2000,1142,858,69522,8652,60870,54678
2026-01-26,032863,燿華富邦54購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,032928,金像電元富52購04,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,046079,瀚宇博凱基55購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,052594,臻鼎群益57購02,0,0,0,0,0,0,0,0,0,54000,0,0,0,69000,15000,54000,54000
2026-01-26,046384,精成科兆豐57購02,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,041546,富世達元大59購02,0,0,0,0,0,0,0,0,0,54000,0,0,0,71000,17000,54000,54000
2026-01-26,07873U,聯發科群益57售05,0,0,0,0,0,0,0,0,0,54000,0,0,0,64000,10000,54000,54000
2026-01-26,040615,一詮統一6A購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,98000,44000,54000,54000
2026-01-26,048132,定穎控元富56購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,123000,69000,54000,54000
2026-01-26,043253,AES永豐55購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,085463,致茂統一56購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,050836,所羅門統一59購02,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,035493,台虹富邦54購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,54000,0,54000,54000
2026-01-26,050264,台達電永豐59購01,0,0,0,0,0,0,0,0,0,54000,0,0,0,64000,10000,54000,54000
2026-01-26,1463,強盛新,62001,12000,50001,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,53001
2026-01-26,031367,長榮太國票58購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,58000,5000,53000,53000
2026-01-26,035155,盟立元大54購03,0,0,0,0,0,0,0,0,0,53000,0,0,0,155000,102000,53000,53000
2026-01-26,033583,臻鼎統一58購03,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,044982,景碩群益55購05,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,044980,一詮群益56購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,63000,10000,53000,53000
2026-01-26,036174,定穎控國票54購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,55000,2000,53000,53000
2026-01-26,030349,滬深2X元大58購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,144000,91000,53000,53000
2026-01-26,032247,陽明富邦53購03,0,0,0,0,0,0,0,0,0,53000,0,0,0,100000,47000,53000,53000
2026-01-26,041035,龍德船凱基56購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,927000,874000,53000,53000
2026-01-26,040047,矽統永豐54購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,73000,20000,53000,53000
2026-01-26,039816,力積電永豐55購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,030757,漢唐統一57購03,0,0,0,0,0,0,0,0,0,53000,0,0,0,94000,41000,53000,53000
2026-01-26,039105,大毅元富54購02,0,0,0,0,0,0,0,0,0,53000,0,0,0,55000,2000,53000,53000
2026-01-26,052625,欣興元富61購02,0,0,0,0,0,0,0,0,0,53000,0,0,0,56000,3000,53000,53000
2026-01-26,045380,智邦國泰56購04,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,052495,定穎控國票5A購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,54000,1000,53000,53000
2026-01-26,036370,京元電元大57購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,050003,AES群益56購08,0,0,0,0,0,0,0,0,0,53000,0,0,0,56000,3000,53000,53000
2026-01-26,043455,華泰富邦55購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,133000,80000,53000,53000
2026-01-26,086464,智伸科統一57購02,0,0,0,0,0,0,0,0,0,53000,0,0,0,73000,20000,53000,53000
2026-01-26,047945,一詮元富57購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,78000,25000,53000,53000
2026-01-26,06109U,T50正2群益53售09,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,033256,金像電國票53購06,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,053792,東台元大57購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,53000,0,53000,53000
2026-01-26,07803U,欣興元大56售24,0,0,0,0,0,0,0,0,0,53000,0,0,0,80000,27000,53000,53000
2026-01-26,070259,美時元富52購01,0,0,0,0,0,0,0,0,0,53000,0,0,0,139000,86000,53000,53000
2026-01-26,4770,上品,203000,172000,31000,0,0,0,0,0,0,21959,0,0,0,22452,493,21959,52959
2026-01-26,00963,中信全球高股息,0,44000,-44000,0,0,0,0,0,0,96303,0,0,0,671000,574697,96303,52303
2026-01-26,052269,聯茂國票5A購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,70000,18000,52000,52000
2026-01-26,036185,上銀凱基53購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,051896,矽格國泰58購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,038522,南電元大53購03,0,0,0,0,0,0,0,0,0,52000,0,0,0,65000,13000,52000,52000
2026-01-26,038532,全新統一61購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,237000,185000,52000,52000
2026-01-26,031011,台光電元大54購09,0,0,0,0,0,0,0,0,0,52000,0,0,0,55000,3000,52000,52000
2026-01-26,1734,杏輝,64000,12000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,52000
2026-01-26,034515,南電凱基54購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,112000,60000,52000,52000
2026-01-26,052475,景碩兆豐57購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,045746,祥碩凱基5B購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,036754,群創群益56購03,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,037284,SGBR2X元大54購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,65000,13000,52000,52000
2026-01-26,037066,南電統一5C購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,8478,東哥遊艇,70000,18000,52000,0,0,0,0,0,0,0,0,0,0,1000,1000,0,52000
2026-01-26,053411,景碩永豐58購04,0,0,0,0,0,0,0,0,0,52000,0,0,0,105000,53000,52000,52000
2026-01-26,030647,健鼎元大52購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,97000,45000,52000,52000
2026-01-26,07196U,AES凱基55售05,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,048868,亞力富邦58購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,037420,長榮航群益55購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,053740,東元群益58購03,0,0,0,0,0,0,0,0,0,52000,0,0,0,62000,10000,52000,52000
2026-01-26,040758,華固群益54購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,82000,30000,52000,52000
2026-01-26,048123,臻鼎永豐56購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,043333,欣興群益57購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,55000,3000,52000,52000
2026-01-26,050828,大同元大57購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,53000,1000,52000,52000
2026-01-26,051406,精誠凱基57購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,53000,1000,52000,52000
2026-01-26,049982,台虹元大5C購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,050134,同欣電國泰57購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,332000,280000,52000,52000
2026-01-26,043016,佳能永豐55購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,71000,19000,52000,52000
2026-01-26,042801,台灣50國票55購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,59000,7000,52000,52000
2026-01-26,035566,台光電國泰54購02,0,0,0,0,0,0,0,0,0,52000,0,0,0,52000,0,52000,52000
2026-01-26,042051,元日2X元富5A購01,0,0,0,0,0,0,0,0,0,52000,0,0,0,56000,4000,52000,52000
2026-01-26,082515,瀚宇博統一57購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,54000,3000,51000,51000
2026-01-26,050567,智易凱基58購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,53000,2000,51000,51000
2026-01-26,042452,奇鋐永豐57購05,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,051287,富世達統一5C購02,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,043190,亞力元富55購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,81000,30000,51000,51000
2026-01-26,043280,華城凱基56購02,0,0,0,0,0,0,0,0,0,51000,0,0,0,61000,10000,51000,51000
2026-01-26,087838,新日興元大54購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,047842,新日興國票57購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,55000,4000,51000,51000
2026-01-26,06338U,為升凱基54售04,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,038063,金像電凱基53購12,0,0,0,0,0,0,0,0,0,51000,0,0,0,60000,9000,51000,51000
2026-01-26,048948,台化國票57購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,52000,1000,51000,51000
2026-01-26,076052,聯發科永豐53購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,54000,3000,51000,51000
2026-01-26,069396,聯發科統一53購04,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,046524,台光電元大56購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,041052,致茂元大54購04,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,041511,台積電元大5A購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,60000,9000,51000,51000
2026-01-26,039864,崇越國泰55購02,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,053282,惠特統一61購03,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,045947,世芯元大55購20,0,0,0,0,0,0,0,0,0,51000,0,0,0,79000,28000,51000,51000
2026-01-26,052764,日月光永豐58購02,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,045116,京元電元大55購09,0,0,0,0,0,0,0,0,0,51000,0,0,0,103000,52000,51000,51000
2026-01-26,6108,競國,155000,104000,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
2026-01-26,1732,毛寶,147000,96000,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,51000
2026-01-26,031156,台化凱基52購04,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,035041,樺漢凱基54購02,0,0,0,0,0,0,0,0,0,51000,0,0,0,66000,15000,51000,51000
2026-01-26,043904,勤誠統一6B購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,222000,171000,51000,51000
2026-01-26,038562,正新永豐5A購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,132000,81000,51000,51000
2026-01-26,089780,聯發科富邦51購09,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,034583,台光電元大54購16,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,051624,南茂元大57購05,0,0,0,0,0,0,0,0,0,51000,0,0,0,103000,52000,51000,51000
2026-01-26,052218,愛普統一61購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,51000,0,51000,51000
2026-01-26,032657,台光電群益56購01,0,0,0,0,0,0,0,0,0,51000,0,0,0,57000,6000,51000,51000
2026-01-26,6834,天二科技,239000,189000,50000,0,0,0,0,0,0,582,1000,418,582,0,0,0,50582
2026-01-26,3661,世芯-KY,724016,689774,34242,0,0,0,6000,5018,982,15226,4000,3000,1000,39181,24955,14226,50450
2026-01-26,8081,致新,169000,116000,53000,0,0,0,0,2100,-2100,-834,0,95,-95,520,1259,-739,50066
2026-01-26,039487,東元元大54購04,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,053091,大同元大59購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,65000,15000,50000,50000
2026-01-26,053081,台達電元大5B購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,039758,興勤群益54購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,039964,台達電群益58購02,0,0,0,0,0,0,0,0,0,50000,0,0,0,129000,79000,50000,50000
2026-01-26,047039,和椿元富56購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,95000,45000,50000,50000
2026-01-26,047041,AES元富59購03,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,047048,台達電元大56購09,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,046922,致茂元大56購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,046764,全訊元富56購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,71000,21000,50000,50000
2026-01-26,045276,長榮元大55購20,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,045245,嘉澤群益5B購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,045464,T50正2中信5B購05,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,034447,大立光元大53購05,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,036826,英業達凱基54購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,045956,愛普元大59購04,0,0,0,0,0,0,0,0,0,50000,0,0,0,51000,1000,50000,50000
2026-01-26,052699,南茂統一61購02,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,045753,光寶科元大55購10,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,05259U,世芯凱基53售09,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,045851,敬鵬凱基56購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,77000,27000,50000,50000
2026-01-26,037052,欣興統一5C購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,99000,49000,50000,50000
2026-01-26,046233,瀚宇博國票56購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,046168,金像電中信5B購06,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,038914,昇貿群益54購05,0,0,0,0,0,0,0,0,0,50000,0,0,0,52000,2000,50000,50000
2026-01-26,052926,雲豹群益57購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,61000,11000,50000,50000
2026-01-26,039107,禾伸堂元富55購01,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
2026-01-26,032901,達興凱基53購04,0,0,0,0,0,0,0,0,0,50000,0,0,0,60000,10000,50000,50000
2026-01-26,030005,牧德凱基51購04,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,50000
