date,stock_id,stock_name,foreign_buy,foreign_sell,foreign_net,foreign_dealer_buy,foreign_dealer_sell,foreign_dealer_net,trust_buy,trust_sell,trust_net,dealer_net,dealer_self_buy,dealer_self_sell,dealer_self_net,dealer_hedge_buy,dealer_hedge_sell,dealer_hedge_net,total_net
2026-01-26,0056,元大高股息,11966435,520733,11445702,0,0,0,0,0,0,57456561,73680,0,73680,57705727,322846,57382881,68902263
2026-01-26,00878,國泰永續高股息,29855517,1466718,28388799,0,0,0,0,0,0,35275855,0,0,0,40906578,5630723,35275855,63664654
2026-01-26,00929,復華台灣科技優息,2653238,2080410,572828,0,0,0,0,0,0,62201704,1000,0,1000,67842701,5641997,62200704,62774532
2026-01-26,00940,元大台灣價值高息,9711000,513000,9198000,0,0,0,0,0,0,53436819,0,0,0,54062819,626000,53436819,62634819
2026-01-26,2002,中鋼,63277591,9485294,53792297,0,0,0,0,224511,-224511,2990537,1850000,0,1850000,1254537,114000,1140537,56558323
2026-01-26,00919,群益台灣精選高息,27979558,451703,27527855,0,0,0,0,0,0,23723565,352000,935000,-583000,29992355,5685790,24306565,51251420
2026-01-26,2883,凱基金,53772000,5981940,47790060,0,0,0,357000,564499,-207499,-1873693,285000,16000,269000,426307,2569000,-2142693,45708868
2026-01-26,2303,聯電,90752126,51649434,39102692,0,0,0,6508000,7027775,-519775,2837609,1510000,938000,572000,5339778,3074169,2265609,41420526
2026-01-26,00680L,元大美債20正2,1805000,0,1805000,0,0,0,0,0,0,34979995,0,0,0,37739995,2760000,34979995,36784995
2026-01-26,2887,台新新光金,52824001,16702860,36121141,0,0,0,787000,2083829,-1296829,949343,1580000,0,1580000,1115672,1746329,-630657,35773655
2026-01-26,1303,南亞,59543540,42980298,16563242,0,0,0,1592000,177770,1414230,1892499,1902495,1370709,531786,1920649,559936,1360713,19869971
2026-01-26,2027,大成鋼,21849000,4209054,17639946,0,0,0,100000,0,100000,445667,0,127000,-127000,1109667,537000,572667,18185613
2026-01-26,1101,台泥,24890800,8536147,16354653,0,0,0,0,0,0,529696,0,12000,-12000,1402832,861136,541696,16884349
2026-01-26,1314,中石化,26998000,10736000,16262000,0,0,0,0,0,0,74858,101095,3237,97858,0,23000,-23000,16336858
2026-01-26,1301,台塑,27931000,15684127,12246873,0,0,0,0,82931,-82931,1900769,720031,202000,518031,1714990,332252,1382738,14064711
2026-01-26,00715L,期街口布蘭特正2,1986000,246000,1740000,0,0,0,0,0,0,11758699,3000,0,3000,15054654,3298955,11755699,13498699
2026-01-26,00939,統一台灣高息動能,5167000,10000,5157000,0,0,0,0,0,0,7777941,0,0,0,9136687,1358746,7777941,12934941
2026-01-26,00688L,國泰20年美債正2,1334000,0,1334000,0,0,0,0,0,0,11549216,0,0,0,12067216,518000,11549216,12883216
2026-01-26,2884,玉山金,20048949,9316076,10732873,0,0,0,2955000,793675,2161325,-1218576,8000,7998,2,303485,1522063,-1218578,11675622
2026-01-26,2382,廣達,15561757,3935571,11626186,0,0,0,95000,175365,-80365,-296380,81109,55000,26109,1000,323489,-322489,11249441
2026-01-26,00900,富邦特選高股息30,3191050,147000,3044050,0,0,0,0,0,0,7523486,0,0,0,8176836,653350,7523486,10567536
2026-01-26,00713,元大台灣高息低波,1688243,147295,1540948,0,0,0,0,0,0,8710886,0,58000,-58000,9026858,257972,8768886,10251834
2026-01-26,00927,群益半導體收益,2062100,377000,1685100,0,0,0,0,0,0,8439933,20000,0,20000,13628638,5208705,8419933,10125033
2026-01-26,00706L,期元大S&P日圓正2,314000,116000,198000,0,0,0,0,0,0,9677218,0,0,0,11106418,1429200,9677218,9875218
2026-01-26,2610,華航,18989000,7414078,11574922,0,0,0,324000,1935965,-1611965,-367084,480000,479000,1000,337943,706027,-368084,9595873
2026-01-26,2867,三商壽,13212300,3896706,9315594,0,0,0,0,0,0,28000,0,5000,-5000,41000,8000,33000,9343594
2026-01-26,00918,大華優利高填息30,5842432,230000,5612432,0,0,0,0,0,0,3608091,0,0,0,5558077,1949986,3608091,9220523
2026-01-26,2486,一詮,9721008,1779000,7942008,0,0,0,985000,0,985000,109751,203239,174722,28517,290129,208895,81234,9036759
2026-01-26,1402,遠東新,11849398,1997592,9851806,0,0,0,0,1431000,-1431000,-43941,55000,0,55000,2107,101048,-98941,8376865
2026-01-26,00946,群益科技高息成長,1283000,109000,1174000,0,0,0,0,0,0,7167880,0,0,0,8796803,1628923,7167880,8341880
2026-01-26,1326,台化,12359131,5586648,6772483,0,0,0,19000,12000,7000,1293743,296704,55315,241389,1539354,487000,1052354,8073226
2026-01-26,1605,華新,24100703,20750575,3350128,0,0,0,2112000,1898,2110102,2320571,766000,184000,582000,2597281,858710,1738571,7780801
2026-01-26,2374,佳能,13346020,6404100,6941920,0,0,0,0,0,0,603923,171921,20356,151565,631918,179560,452358,7545843
2026-01-26,00982A,主動群益台灣強棒,426100,279050,147050,0,0,0,0,0,0,6986872,100000,819000,-719000,13455896,5750024,7705872,7133922
2026-01-26,00642U,期元大S&P石油,204000,90000,114000,0,0,0,0,0,0,6849984,0,0,0,7160984,311000,6849984,6963984
2026-01-26,8112,至上,9135000,4207310,4927690,0,0,0,0,100864,-100864,1687859,184218,229000,-44782,1944384,211743,1732641,6514685
2026-01-26,2014,中鴻,7796000,1651000,6145000,0,0,0,0,0,0,175886,125000,267000,-142000,509886,192000,317886,6320886
2026-01-26,2882,國泰金,18875086,7452782,11422304,0,0,0,0,5099003,-5099003,-136089,0,40000,-40000,78325,174414,-96089,6187212
2026-01-26,00915,凱基優選高股息30,1867000,100370,1766630,0,0,0,0,0,0,4096180,0,0,0,6330589,2234409,4096180,5862810
2026-01-26,2367,燿華,36756050,31279000,5477050,0,0,0,0,0,0,97692,650340,901713,-251373,526420,177355,349065,5574742
2026-01-26,2885,元大金,12736020,4709964,8026056,0,0,0,92000,2108302,-2016302,-738629,852000,10779,841221,387249,1967099,-1579850,5271125
2026-01-26,1304,台聚,9918000,5490000,4428000,0,0,0,0,0,0,824104,35598,21496,14102,814343,4341,810002,5252104
2026-01-26,3006,晶豪科,8692000,3931000,4761000,0,0,0,0,6000,-6000,395585,395082,364628,30454,500798,135667,365131,5150585
2026-01-26,037154,聯發科元大54購13,0,0,0,0,0,0,0,0,0,5079000,0,0,0,5246000,167000,5079000,5079000
2026-01-26,2009,第一銅,7288050,2751000,4537050,0,0,0,0,5000,-5000,383821,11000,12491,-1491,496214,110902,385312,4915871
2026-01-26,2891,中信金,19030707,8877355,10153352,0,0,0,0,4014878,-4014878,-1272815,1000,122720,-121720,658225,1809320,-1151095,4865659
2026-01-26,1409,新纖,5885000,1349000,4536000,0,0,0,0,0,0,78150,3000,15000,-12000,90150,0,90150,4614150
2026-01-26,051485,聯發科元大61購07,0,0,0,0,0,0,0,0,0,4583000,0,0,0,4612000,29000,4583000,4583000
2026-01-26,051856,廣宇群益58購01,0,0,0,0,0,0,0,0,0,4477000,0,0,0,4564000,87000,4477000,4477000
2026-01-26,2371,大同,12582500,7233100,5349400,0,0,0,0,19900,-19900,-862585,0,64000,-64000,55411,853996,-798585,4466915
2026-01-26,6505,台塑化,7276045,2951325,4324720,0,0,0,100000,39128,60872,67669,203000,306000,-103000,426669,256000,170669,4453261
2026-01-26,030151,聯發科統一54購01,0,0,0,0,0,0,0,0,0,4427000,0,0,0,4427000,0,4427000,4427000
2026-01-26,1718,中纖,6077000,1885000,4192000,0,0,0,0,0,0,224077,237575,13498,224077,0,0,0,4416077
2026-01-26,089633,奇鋐群益51購09,0,0,0,0,0,0,0,0,0,4127000,0,0,0,4127000,0,4127000,4127000
2026-01-26,00930,永豐ESG低碳高息,833000,0,833000,0,0,0,0,0,0,3095179,0,0,0,3406179,311000,3095179,3928179
2026-01-26,035728,華固凱基54購01,0,0,0,0,0,0,0,0,0,3889000,0,0,0,3900000,11000,3889000,3889000
2026-01-26,00637L,元大滬深300正2,3208000,3567000,-359000,0,0,0,0,0,0,3769730,0,880000,-880000,20057219,15407489,4649730,3410730
2026-01-26,036985,聯發科元大54購12,0,0,0,0,0,0,0,0,0,3389000,0,0,0,3482000,93000,3389000,3389000
2026-01-26,1312,國喬,5821100,3347000,2474100,0,0,0,0,0,0,914029,186000,8077,177923,746106,10000,736106,3388129
2026-01-26,2498,宏達電,4218900,1242000,2976900,0,0,0,0,0,0,400341,19000,16450,2550,437847,40056,397791,3377241
2026-01-26,03931U,楠梓電國票51售03,0,0,0,0,0,0,0,0,0,3269000,0,0,0,3269000,0,3269000,3269000
2026-01-26,089081,聯發科元大54購05,0,0,0,0,0,0,0,0,0,3138000,0,0,0,3342000,204000,3138000,3138000
2026-01-26,2323,中環,4258000,1210000,3048000,0,0,0,0,0,0,88561,22000,0,22000,66561,0,66561,3136561
2026-01-26,1802,台玻,4693604,1321555,3372049,0,0,0,0,0,0,-266705,120000,200000,-80000,383000,569705,-186705,3105344
2026-01-26,037155,聯發科元大54購14,0,0,0,0,0,0,0,0,0,3014000,0,0,0,3416000,402000,3014000,3014000
2026-01-26,1714,和桐,3264000,208000,3056000,0,0,0,0,0,0,-60000,0,60000,-60000,0,0,0,2996000
2026-01-26,2801,彰銀,7652000,4632300,3019700,0,0,0,0,41029,-41029,-17000,0,56000,-56000,39000,0,39000,2961671
2026-01-26,00987A,主動台新優勢成長,934000,2000,932000,0,0,0,0,0,0,2019579,0,0,0,3238598,1219019,2019579,2951579
2026-01-26,2485,兆赫,2060030,244340,1815690,0,0,0,0,0,0,1109000,970000,14000,956000,153000,0,153000,2924690
2026-01-26,5876,上海商銀,6672000,1567717,5104283,0,0,0,0,1234771,-1234771,-951326,0,326,-326,23000,974000,-951000,2918186
2026-01-26,052814,可寧衛統一61購02,0,0,0,0,0,0,0,0,0,2770000,0,0,0,3012000,242000,2770000,2770000
2026-01-26,3645,達邁,5164000,2641000,2523000,0,0,0,0,0,0,243336,221735,109368,112367,142383,11414,130969,2766336
2026-01-26,6005,群益證,2305000,1143000,1162000,0,0,0,1808000,242227,1565773,0,0,0,0,0,0,0,2727773
2026-01-26,039980,定穎控群益56購03,0,0,0,0,0,0,0,0,0,2709000,0,0,0,2740000,31000,2709000,2709000
2026-01-26,1722,台肥,2947000,297000,2650000,0,0,0,0,2000,-2000,0,6000,0,6000,0,6000,-6000,2648000
2026-01-26,038977,精成科富邦55購03,0,0,0,0,0,0,0,0,0,2618000,0,0,0,2852000,234000,2618000,2618000
2026-01-26,042533,微星元大54購03,0,0,0,0,0,0,0,0,0,2582000,0,0,0,2632000,50000,2582000,2582000
2026-01-26,034085,健策永豐53購02,0,0,0,0,0,0,0,0,0,2564000,0,0,0,2574000,10000,2564000,2564000
2026-01-26,2103,台橡,3350000,810000,2540000,0,0,0,0,0,0,20000,20000,0,20000,0,0,0,2560000
2026-01-26,9904,寶成,5260000,2692000,2568000,0,0,0,383000,59515,323485,-348323,2000,1746,254,139427,488004,-348577,2543162
2026-01-26,048730,立隆電國泰57購02,0,0,0,0,0,0,0,0,0,2449000,0,0,0,2469000,20000,2449000,2449000
2026-01-26,2634,漢翔,4140438,2306180,1834258,0,0,0,0,4000,-4000,590663,529000,9000,520000,137625,66962,70663,2420921
2026-01-26,044557,東鹼群益55購01,0,0,0,0,0,0,0,0,0,2418000,0,0,0,2433000,15000,2418000,2418000
2026-01-26,2201,裕隆,2897135,513000,2384135,0,0,0,0,0,0,-24191,4000,35000,-31000,6809,0,6809,2359944
2026-01-26,3714,富采,3626975,1518000,2108975,0,0,0,0,0,0,192332,257485,65153,192332,0,0,0,2301307
2026-01-26,037457,聯發科統一56購01,0,8000,-8000,0,0,0,0,0,0,2231000,0,0,0,2241000,10000,2231000,2223000
2026-01-26,036332,定穎控元富53購04,0,0,0,0,0,0,0,0,0,2212000,0,0,0,2212000,0,2212000,2212000
2026-01-26,00712,復華富時不動產,2003000,216000,1787000,0,0,0,0,0,0,411065,0,0,0,823999,412934,411065,2198065
2026-01-26,1313,聯成,3186000,997000,2189000,0,0,0,0,0,0,-4000,0,4000,-4000,0,0,0,2185000
2026-01-26,2049,上銀,4892675,3428698,1463977,0,0,0,356000,847,355153,340312,101000,32000,69000,395102,123790,271312,2159442
2026-01-26,2454,聯發科,12994358,11794750,1199608,0,0,0,1070900,89294,981606,-39503,149000,155003,-6003,341156,374656,-33500,2141711
2026-01-26,2515,中工,6229000,4484000,1745000,0,0,0,0,0,0,374773,242673,32000,210673,164100,0,164100,2119773
2026-01-26,036597,智邦元富54購02,0,0,0,0,0,0,0,0,0,2086000,0,0,0,2116000,30000,2086000,2086000
2026-01-26,2317,鴻海,20318163,17362370,2955793,0,0,0,72000,487816,-415816,-471386,51000,11000,40000,591710,1103096,-511386,2068591
2026-01-26,048328,中興電元大56購02,0,0,0,0,0,0,0,0,0,2030000,0,0,0,2040000,10000,2030000,2030000
2026-01-26,2331,精英,6256000,5270000,986000,0,0,0,0,32000,-32000,1064288,5035,23000,-17965,1087253,5000,1082253,2018288
2026-01-26,048154,定穎控富邦59購01,0,0,0,0,0,0,0,0,0,1991000,0,0,0,2001000,10000,1991000,1991000
2026-01-26,6209,今國光,2837000,929150,1907850,0,0,0,0,4000,-4000,69963,110963,25000,85963,106000,122000,-16000,1973813
2026-01-26,07880U,群創中信57售04,0,0,0,0,0,0,0,0,0,1910000,0,0,0,2774000,864000,1910000,1910000
2026-01-26,2105,正新,5394761,2446000,2948761,0,0,0,0,419302,-419302,-671264,8387,20867,-12480,56892,715676,-658784,1858195
2026-01-26,2606,裕民,2436500,443000,1993500,0,0,0,359000,507652,-148652,843,44350,53000,-8650,131550,122057,9493,1845691
2026-01-26,1310,台苯,2183000,370000,1813000,0,0,0,0,0,0,30999,31000,1,30999,0,0,0,1843999
2026-01-26,2880,華南金,7282890,3736666,3546224,0,0,0,840000,343064,496936,-2206257,1000,1257,-257,11000,2217000,-2206000,1836903
2026-01-26,2495,普安,3411000,1611000,1800000,0,0,0,0,6000,-6000,34238,0,2064,-2064,37000,698,36302,1828238
2026-01-26,031979,定穎控元大53購01,0,0,0,0,0,0,0,0,0,1795000,0,0,0,2219000,424000,1795000,1795000
2026-01-26,2913,農林,1958000,244000,1714000,0,0,0,0,0,0,78262,76262,0,76262,2000,0,2000,1792262
2026-01-26,040116,東元群益54購02,0,0,0,0,0,0,0,0,0,1786000,0,0,0,1946000,160000,1786000,1786000
2026-01-26,051340,道瓊銀群益61購01,0,0,0,0,0,0,0,0,0,1771000,0,0,0,3444000,1673000,1771000,1771000
2026-01-26,1308,亞聚,2952000,1431000,1521000,0,0,0,0,0,0,237135,3010,2978,32,237103,0,237103,1758135
2026-01-26,032469,奇鋐元大54購15,0,0,0,0,0,0,0,0,0,1743000,0,0,0,1976000,233000,1743000,1743000
2026-01-26,048599,台玻群益56購04,0,0,0,0,0,0,0,0,0,1743000,0,0,0,1763000,20000,1743000,1743000
2026-01-26,00932,兆豐永續高息等權,228000,2000,226000,0,0,0,0,0,0,1505402,0,0,0,1549402,44000,1505402,1731402
2026-01-26,046987,台光電富邦57購01,0,0,0,0,0,0,0,0,0,1723000,0,0,0,1756000,33000,1723000,1723000
2026-01-26,033500,祥碩元大54購05,0,0,0,0,0,0,0,0,0,1698000,0,0,0,1698000,0,1698000,1698000
2026-01-26,046745,金像電元富56購01,0,0,0,0,0,0,0,0,0,1694000,0,0,0,1700000,6000,1694000,1694000
2026-01-26,4916,事欣科,8216000,7271500,944500,0,0,0,0,2000,-2000,751270,29000,26000,3000,769546,21276,748270,1693770
2026-01-26,041920,啟碁凱基56購01,0,0,0,0,0,0,0,0,0,1691000,0,0,0,1701000,10000,1691000,1691000
2026-01-26,2890,永豐金,9479001,4967778,4511223,0,0,0,1000,842410,-841410,-1982840,6000,6076,-76,352145,2334909,-1982764,1686973
2026-01-26,00984A,主動安聯台灣高息,968000,102000,866000,0,0,0,0,0,0,818335,0,0,0,4768954,3950619,818335,1684335
2026-01-26,00934,中信成長高股息,83000,37000,46000,0,0,0,0,0,0,1631359,0,0,0,1888183,256824,1631359,1677359
2026-01-26,3576,聯合再生,3977000,2312000,1665000,0,0,0,0,0,0,0,0,0,0,0,0,0,1665000
2026-01-26,2412,中華電,3337413,1364700,1972713,0,0,0,0,277847,-277847,-32894,5000,35000,-30000,983,3877,-2894,1661972
2026-01-26,2401,凌陽,1992000,362000,1630000,0,0,0,0,0,0,17837,0,3397,-3397,22011,777,21234,1647837
2026-01-26,2034,允強,2022000,444000,1578000,0,0,0,0,0,0,65005,7000,52000,-45000,122005,12000,110005,1643005
2026-01-26,039290,微星群益55購01,0,0,0,0,0,0,0,0,0,1640000,0,0,0,1640000,0,1640000,1640000
2026-01-26,009812,野村日本東證,36000,73000,-37000,0,0,0,0,0,0,1668860,0,0,0,2379056,710196,1668860,1631860
2026-01-26,048706,金像電元富56購05,0,0,0,0,0,0,0,0,0,1616000,0,0,0,1727000,111000,1616000,1616000
2026-01-26,051315,長榮航元大57購01,0,0,0,0,0,0,0,0,0,1615000,0,0,0,1615000,0,1615000,1615000
2026-01-26,06618U,台灣50元富54售09,0,0,0,0,0,0,0,0,0,1600000,0,0,0,1600000,0,1600000,1600000
2026-01-26,052482,致茂富邦61購01,0,0,0,0,0,0,0,0,0,1596000,0,0,0,1764000,168000,1596000,1596000
2026-01-26,042220,和碩元大54購02,0,0,0,0,0,0,0,0,0,1593000,0,0,0,1599000,6000,1593000,1593000
2026-01-26,053253,國巨元富57購04,0,0,0,0,0,0,0,0,0,1589000,0,0,0,1609000,20000,1589000,1589000
2026-01-26,071896,亞力統一52購02,0,0,0,0,0,0,0,0,0,1578000,0,0,0,1581000,3000,1578000,1578000
2026-01-26,032480,啟碁元大53購03,0,0,0,0,0,0,0,0,0,1575000,0,0,0,1575000,0,1575000,1575000
2026-01-26,00753L,中信中國50正2,1189000,3490000,-2301000,0,0,0,0,0,0,3869382,0,0,0,5067890,1198508,3869382,1568382
2026-01-26,087303,聯發科凱基52購02,0,0,0,0,0,0,0,0,0,1559000,0,0,0,1559000,0,1559000,1559000
2026-01-26,051359,今國光國泰58購01,0,0,0,0,0,0,0,0,0,1554000,0,0,0,1564000,10000,1554000,1554000
2026-01-26,1589,永冠-KY,1799000,265000,1534000,0,0,0,0,0,0,9714,10000,286,9714,0,0,0,1543714
2026-01-26,2449,京元電子,11607302,10021673,1585629,0,0,0,572500,211362,361138,-416022,240829,220659,20170,242795,678987,-436192,1530745
2026-01-26,045104,東元元大5B購01,0,0,0,0,0,0,0,0,0,1515000,0,0,0,2159000,644000,1515000,1515000
2026-01-26,030642,聯發科元大52購06,0,0,0,0,0,0,0,0,0,1507000,0,0,0,2002000,495000,1507000,1507000
2026-01-26,2104,國際中橡,2891938,1414000,1477938,0,0,0,0,0,0,19500,20000,500,19500,0,0,0,1497438
2026-01-26,052229,聯電元富57購05,0,0,0,0,0,0,0,0,0,1494000,0,0,0,2318000,824000,1494000,1494000
2026-01-26,00641R,富邦日本反1,0,0,0,0,0,0,0,0,0,1491682,0,0,0,1492000,318,1491682,1491682
2026-01-26,00936,台新永續高息中小,856000,39000,817000,0,0,0,0,0,0,668176,0,0,0,1566148,897972,668176,1485176
2026-01-26,035651,華固群益54購01,0,0,0,0,0,0,0,0,0,1479000,0,0,0,1480000,1000,1479000,1479000
2026-01-26,038848,緯創統一6A購01,2000,0,2000,0,0,0,0,0,0,1476000,0,0,0,2136000,660000,1476000,1478000
2026-01-26,030832,鴻海元大52購11,0,0,0,0,0,0,0,0,0,1477000,0,0,0,1477000,0,1477000,1477000
2026-01-26,088422,臻鼎統一61購01,0,0,0,0,0,0,0,0,0,1475000,0,0,0,1545000,70000,1475000,1475000
2026-01-26,050419,鴻海元大56購39,0,0,0,0,0,0,0,0,0,1466000,0,0,0,2062000,596000,1466000,1466000
2026-01-26,076882,世芯元大51購10,0,0,0,0,0,0,0,0,0,1453000,0,0,0,1453000,0,1453000,1453000
2026-01-26,043271,昇貿富邦57購02,0,0,0,0,0,0,0,0,0,1447000,0,0,0,1530000,83000,1447000,1447000
2026-01-26,036899,智邦富邦56購01,0,0,0,0,0,0,0,0,0,1446000,0,0,0,1700000,254000,1446000,1446000
2026-01-26,00909,國泰數位支付服務,783200,62327,720873,0,0,0,0,0,0,719669,2000,50000,-48000,1075987,308318,767669,1440542
2026-01-26,00944,野村趨勢動能高息,79000,17000,62000,0,0,0,0,0,0,1374206,0,0,0,1744206,370000,1374206,1436206
2026-01-26,1440,南紡,1718000,287000,1431000,0,0,0,0,0,0,-7983,12017,10000,2017,0,10000,-10000,1423017
2026-01-26,3049,精金,4502000,3137000,1365000,0,0,0,0,0,0,54097,107000,32000,75000,5126,26029,-20903,1419097
2026-01-26,1909,榮成,1842000,428000,1414000,0,0,0,0,0,0,-655,0,655,-655,0,0,0,1413345
2026-01-26,051034,宇隆凱基57購01,0,0,0,0,0,0,0,0,0,1413000,0,0,0,1490000,77000,1413000,1413000
2026-01-26,030580,台光電統一62購01,0,0,0,0,0,0,0,0,0,1396000,0,0,0,1705000,309000,1396000,1396000
2026-01-26,036114,昇陽半國泰54購01,0,0,0,0,0,0,0,0,0,1394000,0,0,0,1400000,6000,1394000,1394000
2026-01-26,00902,中信電池及儲能,189000,787000,-598000,0,0,0,0,0,0,1988956,0,0,0,2923241,934285,1988956,1390956
2026-01-26,2601,益航,1403000,27000,1376000,0,0,0,0,0,0,0,0,0,0,0,0,0,1376000
2026-01-26,6202,盛群,3107000,1808000,1299000,0,0,0,0,0,0,72521,103429,28194,75235,3000,5714,-2714,1371521
2026-01-26,052928,可寧衛群益57購03,0,0,0,0,0,0,0,0,0,1371000,0,0,0,1551000,180000,1371000,1371000
2026-01-26,2441,超豐,4755000,3299400,1455600,0,0,0,0,518000,-518000,433296,86460,1490,84970,466974,118648,348326,1370896
2026-01-26,042221,祥碩元大54購10,0,0,0,0,0,0,0,0,0,1360000,0,0,0,1360000,0,1360000,1360000
2026-01-26,050985,臺股指元大61購12,0,0,0,0,0,0,0,0,0,1352000,0,0,0,1412000,60000,1352000,1352000
2026-01-26,032155,漢翔中信52購01,0,0,0,0,0,0,0,0,0,1350000,0,0,0,1360000,10000,1350000,1350000
2026-01-26,5871,中租-KY,2912264,1271284,1640980,0,0,0,0,247173,-247173,-47394,0,0,0,26606,74000,-47394,1346413
2026-01-26,2630,亞航,1522000,264000,1258000,0,0,0,0,0,0,79148,0,220,-220,83703,4335,79368,1337148
2026-01-26,038088,鴻海元大53購15,0,0,0,0,0,0,0,0,0,1328000,0,0,0,1538000,210000,1328000,1328000
2026-01-26,045137,祥碩元大5A購03,0,0,0,0,0,0,0,0,0,1324000,0,0,0,1325000,1000,1324000,1324000
2026-01-26,1102,亞泥,6890827,4039548,2851279,0,0,0,0,845058,-845058,-689944,4000,4944,-944,1000,690000,-689000,1316277
2026-01-26,00921,兆豐龍頭等權重,242000,500,241500,0,0,0,0,0,0,1063297,0,0,0,1090297,27000,1063297,1304797
2026-01-26,1513,中興電,5147362,3127189,2020173,0,0,0,0,299777,-299777,-416493,48000,119000,-71000,55633,401126,-345493,1303903
2026-01-26,070486,金寶統一52購01,0,0,0,0,0,0,0,0,0,1302000,0,0,0,1302000,0,1302000,1302000
2026-01-26,053152,仁寶國票58購01,0,0,0,0,0,0,0,0,0,1301000,0,0,0,1301000,0,1301000,1301000
2026-01-26,077727,一詮統一5A購02,0,0,0,0,0,0,0,0,0,1293000,0,0,0,1376000,83000,1293000,1293000
2026-01-26,036982,微星元大54購01,0,0,0,0,0,0,0,0,0,1291000,0,0,0,1291000,0,1291000,1291000
2026-01-26,1717,長興,9029000,7606400,1422600,0,0,0,0,0,0,-133309,19000,148768,-129768,67101,70642,-3541,1289291
2026-01-26,044890,台塑元富55購02,0,0,0,0,0,0,0,0,0,1287000,0,0,0,1324000,37000,1287000,1287000
2026-01-26,081493,辛耘統一55購02,0,0,0,0,0,0,0,0,0,1284000,0,0,0,1292000,8000,1284000,1284000
2026-01-26,3167,大量,2958180,1933010,1025170,0,0,0,100000,1000,99000,119014,27296,26000,1296,186700,68982,117718,1243184
2026-01-26,044092,億光凱基55購01,0,0,0,0,0,0,0,0,0,1242000,0,0,0,1635000,393000,1242000,1242000
2026-01-26,050984,臺股指元大58購07,0,0,0,0,0,0,0,0,0,1235000,0,0,0,1235000,0,1235000,1235000
2026-01-26,052140,矽力中信57購01,0,0,0,0,0,0,0,0,0,1226000,0,0,0,1346000,120000,1226000,1226000
2026-01-26,036878,同欣電統一5C購01,0,0,0,0,0,0,0,0,0,1225000,0,0,0,1701000,476000,1225000,1225000
2026-01-26,2637,慧洋-KY,2290000,743710,1546290,0,0,0,0,358731,-358731,31612,1,727,-726,46338,14000,32338,1219171
2026-01-26,052266,和碩國票58購01,0,0,0,0,0,0,0,0,0,1218000,0,0,0,1359000,141000,1218000,1218000
2026-01-26,087867,士電凱基53購01,0,0,0,0,0,0,0,0,0,1211000,0,0,0,1300000,89000,1211000,1211000
2026-01-26,00701,國泰股利精選30,173000,34000,139000,0,0,0,0,0,0,1068154,0,0,0,1424549,356395,1068154,1207154
2026-01-26,045683,光寶科國泰56購02,0,0,0,0,0,0,0,0,0,1205000,0,0,0,1219000,14000,1205000,1205000
2026-01-26,041915,貿聯凱基54購13,0,0,0,0,0,0,0,0,0,1205000,0,0,0,1380000,175000,1205000,1205000
2026-01-26,050536,台光電富邦5C購02,0,0,0,0,0,0,0,0,0,1200000,0,0,0,1205000,5000,1200000,1200000
2026-01-26,036602,和碩元富53購01,0,0,0,0,0,0,0,0,0,1200000,0,0,0,1200000,0,1200000,1200000
2026-01-26,06378U,愛普元富54售03,0,0,0,0,0,0,0,0,0,1198000,0,0,0,1198000,0,1198000,1198000
2026-01-26,050072,大量兆豐58購01,0,0,0,0,0,0,0,0,0,1192000,0,0,0,1556000,364000,1192000,1192000
2026-01-26,051110,可寧衛富邦5A購01,0,0,0,0,0,0,0,0,0,1185000,0,0,0,1185000,0,1185000,1185000
2026-01-26,00882,中信中國高股息,310510,49000,261510,0,0,0,0,0,0,914901,0,0,0,2806633,1891732,914901,1176411
2026-01-26,041794,和碩元大54購01,0,0,0,0,0,0,0,0,0,1135000,0,0,0,1285000,150000,1135000,1135000
2026-01-26,2340,台亞,1581000,475000,1106000,0,0,0,0,0,0,14124,16000,12000,4000,10707,583,10124,1120124
2026-01-26,5243,乙盛-KY,2742200,2115000,627200,0,0,0,0,0,0,490709,23348,7995,15353,525096,49740,475356,1117909
2026-01-26,2605,新興,2488300,1258000,1230300,0,0,0,0,0,0,-114233,26000,42000,-16000,37280,135513,-98233,1116067
2026-01-26,047217,第一銅富邦56購01,0,0,0,0,0,0,0,0,0,1116000,0,0,0,1294000,178000,1116000,1116000
2026-01-26,038961,中興電富邦54購01,0,0,0,0,0,0,0,0,0,1102000,0,0,0,1530000,428000,1102000,1102000
2026-01-26,00686R,群益臺灣加權反1,0,0,0,0,0,0,0,0,0,1091000,0,0,0,1410000,319000,1091000,1091000
2026-01-26,3016,嘉晶,3603000,2966000,637000,0,0,0,0,0,0,453483,73000,8677,64323,518918,129758,389160,1090483
2026-01-26,072118,亞力統一52購04,0,0,0,0,0,0,0,0,0,1089000,0,0,0,1113000,24000,1089000,1089000
2026-01-26,030208,聯發科元大52購04,0,0,0,0,0,0,0,0,0,1086000,0,0,0,1136000,50000,1086000,1086000
2026-01-26,039488,東元元大54購05,0,0,0,0,0,0,0,0,0,1079000,0,0,0,1379000,300000,1079000,1079000
2026-01-26,034166,T50反1富邦58購02,0,0,0,0,0,0,0,0,0,1077000,0,0,0,1077000,0,1077000,1077000
2026-01-26,085632,緯創統一5C購01,0,0,0,0,0,0,0,0,0,1076000,0,0,0,1082000,6000,1076000,1076000
